Name EN,Name ZH
Uchuu no Kishi - Tekkaman Blade (Japan),宇宙骑士-利刃
Uchuu Race - Astro Go! Go! (Japan) (En),宇宙爆笑赛车
Ultima - Kyouryuu Teikoku (Japan),创世纪-恐龙帝国
Ultima - Runes of Virtue II (USA),创世纪-神秘的美德2
Ultima - The Black Gate (USA),创世纪7
Ultima - The False Prophet (USA),创世纪-伪先知
Ultima Gaiden - Kuro Kishi no Inbou (Japan),创世纪外传
Ultima VI - Itsuwari no Yogensha (Japan),创世纪VI-伪先知
Ultima VII - The Black Gate (Japan),创世纪VII-黑色之门
Ultimate Fighter (USA),飞龙拳
Ultimate Football (Japan) (En),终极足球
Ultimate Mortal Kombat 3 (Europe),终极真人快打3
Ultimate Mortal Kombat 3 (USA),终极真人快打3
Ultra Baseball Jitsumei Ban (Japan),极端棒球实名版
Ultra Baseball Jitsumei Ban 2 (Japan),极端棒球实名版2
Ultra Baseball Jitsumei Ban 3 (Japan),极端棒球实名版3
Ultra League - Moero! Soccer Daikessen!! (Japan),奥特曼联盟足球大战
Ultra Seven (Japan),奥特曼7号
Ultraman (Japan),奥特曼
Ultraman (Europe),奥特曼
Ultraman (USA),奥特曼
Umi no Nushi Tsuri (Japan),海钓太郎
Umi no Nushi Tsuri (Japan) (Rev 1),海钓太郎
Umihara Kawase (Japan),海腹川背
Umizuri Meijin - Suzuki Hen (Japan),海钓名人
Uncharted Waters (USA),大航海时代
Undake 30 - Same Game Daisakusen - Mario Version (Japan),鲛龟大作战-马里奥版
Undercover Cops (Japan),未来警察
Uniracers (USA),无敌单轮车
Unirally (Europe),无敌单轮车
"Untouchables, The (USA)",暗夜狙击
Urban Strike (Europe),都市战争
Urban Strike (USA),都市战争
USA Ice Hockey (Japan) (En),美国冰上曲棍球
USA Ice Hockey (Japan) (En) (Rev 1),美国冰上曲棍球
Ushio to Tora (Japan),魔力小马
Utopia (Germany),殖民星球
Utopia (Japan),殖民星球
Utopia - The Creation of a Nation (Europe),殖民星球-国家的诞生
Utopia - The Creation of a Nation (USA),殖民星球-国家的诞生
Val d'Isere Championship (Europe) (Rev 1),瓦尔冠军滑雪
Val d'Isere Championship (Europe),瓦尔冠军滑雪
Vegas Stakes (Europe),拉斯维加斯豪赌
Vegas Stakes (USA),拉斯维加斯豪赌
Venom - Spider-Man - Separation Anxiety (Europe),毒液-蜘蛛侠-分离焦虑
Venom - Spider-Man - Separation Anxiety (USA),毒液-蜘蛛侠-分离焦虑
Verne World (Japan),科学岛大冒险
Viking no Daimeiwaku (Japan),失落的维京人
Virtual Bart (Europe),辛普森霸子的幻想
Virtual Bart (Japan) (En),辛普森霸子的幻想
Virtual Bart (USA),辛普森霸子的幻想
Virtual Soccer (Europe),虚拟足球
Virtual Wars (Japan),剪草人
Volleyball Twin (Japan) (En),超级排球+海滩排球
"Vortex (Europe) (En,Es)",旋风机器人
"Vortex (Japan) (En,Ja)",旋风机器人
"Vortex (USA) (En,Es)",旋风机器人
Vs. Collection (Japan),鸟蛋方块
Wagyan Paradise (Japan),超级瓦强大冒险
Wakataka Oozumou - Yume no Kyoudai Taiketsu (Japan),若贵大相扑
Wakuwaku Ski Wonder Spur (Japan),可爱滑雪大赛
Wally o Sagase! - Ehon no Kuni no Daibouken (Japan),绘本国大冒险
War 2410 (USA),2410大战
War 3010 - The Revolution (USA),3010大战
Waratte Iitomo! Tamolympic (Japan),明星之梦
Wario's Woods (Europe),瓦力欧的木头方块
Wario's Woods (USA),瓦力欧的木头方块
Warlock (Europe),魔法师
Warlock (Japan) (En),魔法师
Warlock (USA),魔法师
WarpSpeed (Europe),空间机战
WarpSpeed (USA),空间机战
Waterworld (Europe),水世界
Wayne Gretzky and the NHLPA All-Stars (USA),威耐冰上曲棍球
Wayne's World (Europe),威耐的世界
Wayne's World (USA),威耐的世界
WCW Super Brawl Wrestling (USA),WCW世界摔角
We're Back! - A Dinosaur's Story (Europe),我们回来啦-一只恐龙的故事
We're Back! - A Dinosaur's Story (USA),我们回来啦-一只恐龙的故事
WeaponLord (Europe),武器大师
WeaponLord (USA),武器大师
Wedding Peach (Japan),爱天使传说
Wheel of Fortune (USA),幸运转轮
Wheel of Fortune - Deluxe Edition (USA),幸运转轮-高级版
"Where in the World Is Carmen Sandiego (Europe) (En,Fr,De,Es,It)",卡门圣地牙哥
"Where in the World Is Carmen Sandiego (USA) (En,Fr,De,Es,It)",卡门圣地牙哥
"Where in Time Is Carmen Sandiego (USA) (En,Fr,De,Es,It)",卡门圣地牙哥时刻
Whirlo (Europe),桑德拉大冒险
Whizz (Europe),梦游仙境兔
Whizz (USA),梦游仙境兔
Wild Guns (Europe),荒野双枪
Wild Guns (Japan),荒野双枪
Wild Guns (USA),荒野双枪
Wild Snake (USA),蛇方块
Wild Trax (Japan) (En) (Rev 1),特技立体赛车
Wing Commander (Europe),银河飞将
Wing Commander (Germany),银河飞将
Wing Commander (Japan),银河飞将
Wing Commander (USA),银河飞将
Wing Commander (Germany) (Rev 1),银河飞将
Wing Commander - The Secret Missions (Europe),银河飞将-秘密任务
Wing Commander - The Secret Missions (USA),银河飞将-秘密任务
Wings 2 - Aces High (USA),飞行俱乐部2
Winning Post (Japan),赛马大亨
Winning Post (Japan) (Rev 1),赛马大亨
Winning Post 2 (Japan),赛马大亨2
Winning Post 2 - Program '96 (Japan),赛马大亨2'96
Winning Post 2 - Program '96 (Japan) (Rev 1),赛马大亨2'96
Winter Gold (Europe),冬季滑雪黄金FX版
"Winter Olympic Games - Lillehammer '94 (USA) (En,Fr,De,Es,It,Pt,Sv,No)",冬季奥运
"Winter Olympics - Lillehammer '94 (Europe) (En,Fr,De,Es,It,Pt,Sv,No)",冬季奥运会-利勒哈默尔'94
Wizap! - Ankoku no Ou (Japan),暗黑之王
"Wizard of Oz, The (USA)",绿野仙踪
Wizardry Gaiden IV - Taima no Kodou (Japan),巫术4
Wizardry Gaiden IV - Taima no Kodou (Japan) (Rev 1),巫术4
"Wizardry I-II-III - Story of Llylgamyn (Japan) (En,Ja) (NP)",巫术123
Wizardry V - Heart of the Maelstrom (USA),巫术5-混沌核心
"Wizardry V - Saika no Chuushin (Japan) (En,Ja)",巫术5
Wizardry VI - Kindan no Mahitsu (Japan),巫术6
Wolfchild (USA),狼童
Wolfenstein 3-D (USA),德军总部3D
Wolfenstein 3D (Europe),德军总部3D
Wolfenstein 3D - The Claw of Eisenfaust (Japan),德军总部3D-铁拳行动
Wolverine (Japan) (En),金刚狼
Wolverine - Adamantium Rage (Europe),金刚狼
Wolverine - Adamantium Rage (USA),金刚狼
Wonder Project J - Kikai no Shounen Pino (Japan),神奇J计划
Wondrous Magic (Japan),炼金术士
Wordtris (USA),拼字方块
World Class Rugby (Europe),世界级橄榄球
World Class Rugby (Japan) (En),世界级橄榄球
World Class Rugby 2 - Kokunai Gekitou Hen '93 (Japan),世界级橄榄球2
"World Cup Striker (Europe) (En,Fr,De)",世界盃足球
World Cup Striker (Japan),世界盃足球
"World Cup USA 94 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)",94美国世界盃足球
"World Cup USA 94 (Japan) (En,Fr,De,Es,It,Nl,Pt,Sv)",94美国世界盃足球
"World Cup USA 94 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)",94美国世界盃足球
World Heroes (Europe),英雄榜
World Heroes (Japan),英雄榜
World Heroes (USA),英雄榜
World Heroes 2 (Japan),英雄榜2
World Heroes 2 (USA),英雄榜2
World League Basketball (Europe),世界联盟篮球
World League Soccer (USA),世界联盟足球
World Masters Golf (Europe),世界大师极高尔夫
World Soccer (Japan) (En),世界足球
World Soccer 94 - Road to Glory (USA),94世界足球-光荣之路
Worms (Europe),百战天虫
Wrecking Crew '98 (Japan),马力欧敲砖工
WWF Raw (Europe),WWF摔角大战
WWF Raw (USA),WWF摔角大战
WWF Royal Rumble (Europe),WWF皇家摔角
WWF Royal Rumble (Japan) (En),WWF皇家摔角
WWF Royal Rumble (USA),WWF皇家摔角
WWF Royal Rumble (Europe) (Rev 1),WWF皇家摔角
WWF Super WrestleMania (Europe),WWF超级摔角
WWF Super WrestleMania (Japan) (En),WWF超级摔角
WWF Super WrestleMania (USA),WWF超级摔角
WWF WrestleMania - The Arcade Game (Europe),WWF疯狂摔角
WWF WrestleMania - The Arcade Game (Japan) (En),WWF疯狂摔角
WWF WrestleMania - The Arcade Game (USA),WWF疯狂摔角
X Zone (Europe),X地带
"X Zone (Japan, USA) (En)",X地带
X-Kaliber 2097 (Europe),剑狂
X-Kaliber 2097 (USA),剑狂
X-Men - Mutant Apocalypse (Europe),X战警-变种末世录
X-Men - Mutant Apocalypse (Japan),X战警-变种末世录
X-Men - Mutant Apocalypse (USA),X战警-变种末世录
Xak - The Art of Visual Stage (Japan),沙克传说
Xandra no Daibouken - Valkyrie to no Deai (Japan),桑德拉大冒险-邂逅女武神
Xardion (USA),超攻合神
XBAND (Japan),魔电系统
XBAND (USA) (v1.0.1),魔电系统
Yadamon - Wonderland Dreams (Japan),雅达蒙-梦幻仙境
Yakouchuu (Japan),夜光虫
Yam Yam (Japan),亚蒙亚蒙世界
Yamaneko Bubsy no Daibouken (Japan),巴比斯大冒险
Yogi Bear (Japan) (En),亚吉熊
Yogi Bear's Cartoon Capers (Europe),瑜伽熊的卡通冒险
Yokoyama Mitsuteru Sangokushi (Japan),横山光辉三国志
Yokoyama Mitsuteru Sangokushi (Japan) (Rev 1),横山光辉三国志
Yokoyama Mitsuteru Sangokushi 2 (Japan),横山光辉三国志2
Yokoyama Mitsuteru Sangokushi Bangi - Sugoroku Eiyuu-ki (Japan),横山光辉三国志-大富翁
Yokozuna Monogatari (Japan),横纲物语
Yokozuna Monogatari (Japan) (Rev 1),横纲物语
Yoshi no Cookie (Japan) (En),耀西的饼干
Yoshi no Cookie - Kuruppon Oven de Cookie (Japan),耀西的烤炉
Yoshi no Road Hunting (Japan),耀西狩猎场
Yoshi's Cookie (Europe),耀西的饼干
Yoshi's Cookie (USA),耀西的饼干
Yoshi's Safari (Europe),耀西的旅行
Yoshi's Safari (USA),耀西的旅行
Youchien Senki Madara (Japan),摩陀罗-幼稚园战记
Youkai Buster - Ruka no Daibouken (Japan),露卡大冒险
Young Merlin (Europe),少年梅林
Young Merlin (USA),少年梅林
Ys III - Wanderers from Ys (Japan),伊苏3-来自伊苏的冒险者
Ys III - Wanderers from Ys (USA),伊苏3-来自伊苏的冒险者
Ys III - Wanderers from Ys (Japan) (Rev 1),伊苏3-来自伊苏的冒险者
Ys IV - Mask of the Sun (Japan),伊苏4-太阳的假面
Ys V - Expert (Japan),伊苏5-加强版
Ys V - Ushinawareta Suna no Miyako Kefin (Japan),伊苏5-失落的砂之都凯芬
Yu Yu Hakusho (Japan),幽游白书
Yu Yu Hakusho - Tokubetsu Hen (Japan),幽游白书-特别篇
Yu Yu Hakusho 2 - Kakutou no Shou (Japan),幽游白书2
Yu Yu Hakusho Final - Makai Saikyou Retsuden (Japan),幽游白书-魔界最强列传
Yumemaboroshi no Gotoku (Japan),如梦似幻
Yuujin Janjuu Gakuen (Japan),游人雀兽学园
Yuujin Janjuu Gakuen 2 (Japan),游人雀兽学园2
Yuujin no Furi Furi Girls (Japan),游人女孩盘戏
Yuuyu no Quiz de Go! Go! (Japan),悠悠问答
Zaitaku Touhyou System - SPAT4 Cassette (Japan) (TOAJ),杂项挑战系统-SPAT4盒带
Zaitaku Touhyou System - SPAT4-Wide (Japan) (TOBJ),杂项挑战系统-SPAT4-宽
Zakuro no Aji (Japan),石榴之味
Zan II Spirits (Japan),斩2
Zan III Spirits (Japan),斩3
Zelda no Densetsu - Kamigami no Triforce (Japan),塞尔达传说-众灵的三角力量
Zelda no Densetsu - Kamigami no Triforce (Japan) (Rev 1),塞尔达传说-众灵的三角力量
Zelda no Densetsu - Kamigami no Triforce (Japan) (Rev 2),塞尔达传说-众灵的三角力量
"Zelda no Densetsu - Kamigami no Triforce (Japan) (Rev 2) (Virtual Console, Switch Online)",塞尔达传说-众灵的三角力量
Zen-Nihon GT Senshuken (Japan),全日本GT选拔赛
Zen-Nihon Pro Wres (Japan),全日本职业摔角
Zen-Nihon Pro Wres - Fight da Pon! (Japan),全日本摔角大战
Zen-Nihon Pro Wres 2 - 3-4 Budoukan (Japan),全日本职业摔角2-3-4武道馆
Zen-Nihon Pro Wres' - Sekai Saikyou Tag (Japan),全日本职业摔角-世界最强双打
Zenkoku Juudan Ultra Shinri Game (Japan),全国纵断心理游戏
Zenkoku Koukou Soccer (Japan),全国高校足球
Zenkoku Koukou Soccer 2 (Japan),全国高校足球2
Zero 4 Champ RR (Japan),房车大赛RR
Zero 4 Champ RR (Japan) (Rev 1),房车大赛RR
Zero 4 Champ RR-Z (Japan),房车大赛RRZ
Zero the Kamikaze Squirrel (Europe),零式特攻队
Zero the Kamikaze Squirrel (Europe) (Rev 1),零式特攻队
Zero the Kamikaze Squirrel (USA),零式特攻队
Zico Soccer (Japan),瑞哥足球
Zig Zag Cat - Dachou Club mo Oosawagi da (Japan),打砖块战士
Zombies (Europe),邻居不是人
Zombies (Europe) (Virtual Console),邻居不是人
Zombies Ate My Neighbors (USA),邻居不是人
Zombies Ate My Neighbors (USA) (Virtual Console),邻居不是人
Zool - Ninja of the 'Nth' Dimension (Europe),真宝珠小子
Zool - Ninja of the 'Nth' Dimension (USA),真宝珠小子
Zool no Yume Bouken (Japan) (En),真宝珠小子
Zoop (Europe),三角射击方块
Zoop (USA),三角射击方块
Zootto Mahjong! (Japan) (NP),动物麻将
Zootto Mahjong! (Japan) (Rev 1) (NP),动物麻将
Aero the Acro-Bat (World) (Evercade),飞天蝙蝠
Akumajou Dracula XX (Japan) (Castlevania Advance Collection),恶魔城XX
Aladdin (World) (Disney Classic Games),阿拉丁
Assault Suits Valken (World) (Switch),突击装甲
Battle Cars (World) (Evercade),战斗赛车
Boogerman - A Pick and Flick Adventure (World) (Evercade),伯格人
Brawl Brothers (World) (Evercade),快打刑事-格斗兄弟
Bubsy II (World) (Steam),巴比斯2
Bubsy in - Claws Encounters of the Furred Kind (World) (Steam),巴比斯
Castlevania - Dracula X (USA) (Castlevania Advance Collection),恶魔城X
Castlevania - Vampire's Kiss (Europe) (Castlevania Advance Collection),恶魔城
"Chaos Engine, The (World) (Evercade)",混乱引擎
Clay Fighter (World) (Evercade),变种格斗
Clay Fighter 2 - Judgment Clay (World) (Evercade),变种格斗2
Claymates (World) (Evercade),自由变形人
Contra Spirits (World) (Contra Anniversary Collection),魂斗罗
Darius Force (World) (Darius Cozmic Collection),太空战斗机
Darius Twin (World) (Ja) (Darius Cozmic Collection),太空战斗机2
Darius Twin (World) (Darius Cozmic Collection),太空战斗机2
Daze Before Christmas (World) (Evercade),圣诞老人大进击
Dead Dance (Japan) (Rev 1) (Switch Online),死亡烈斗
Derby Stallion II (Japan) (Rev 1),德贝育马2
Dragon View (World) (Evercade),屠龙战士2
Drakkhen (World) (Evercade),屠龙传记
Earthworm Jim 2 (World) (Evercade),蚯蚓吉姆2
Fighter's History (World) (Evercade),格斗烈传
Final Fight (Japan) (Capcom Town),快打旋风
Final Fight (USA) (Capcom Town),快打旋风
First Samurai (World) (QUByte Classics),第一武士
Full Throttle - All-American Racing (World) (Evercade),全速狂飙
Gourmet Warriors (World) (QUByte Classics),美食战士
"Humans, The (World) (QUByte Classics)",人类总动员
"Ignition Factor, The (World) (Evercade)",救火战士
Incantation (World) (Evercade),咒语
Iron Commando (World) (2016-07-13) (Steam) (NTSC),钢铁战士
Iron Commando (World) (QUByte Classics),钢铁战士
Iron Commando (World) (2022-02-21) (Steam) (NTSC),钢铁战士
Jim Power - The Lost Dimension in 3D (World) (QUByte Classics),吉姆大展神威
Joe & Mac - Ultimate Caveman Collection (Europe) (Retro-Bit),乔与麦克-终极穴居人合集
Joe & Mac 2 - Lost in the Tropics (World) (Evercade),战斗原始人2
"Jungle Book, The (World) (Disney Classic Games)",丛林王子
Juusou Kihei Valken (World) (Ja) (Switch),重装机兵瓦尔肯
Legend (World) (QUByte Classics),传说战士
Libble Rabble (World) (Evercade),超级连一连
"Lion King, The (World) (Disney Classic Games)",狮子王
"Lion King, The (World) (Ja) (Disney Classic Games)",狮子王
Maerchen Adventure Cotton 100% (USA) (Strictly Limited Games),棉花小魔女100%
Maerchen Adventure Cotton 100% (Japan) (Columbus Circle) (Reprint),棉花小魔女100%
Magical Drop 2 (World) (Evercade),魔法堆球2
"Magical Drop II (USA, Europe) (Switch Online)",魔法堆球2
Mega Man X (World) (Mega Man X Legacy Collection),洛克人X
Mega Man X (USA) (Capcom Town),洛克人X
Mega Man X2 (World) (Mega Man X Legacy Collection),洛克人X2
Mega Man X3 (World) (Mega Man X Legacy Collection),洛克人X3
Metal Marines (World) (Evercade),金属战队
Mother 2 - Gyiyg no Gyakushuu (Japan) (Virtual Console),地球冒险2
Operation Logic Bomb - The Ultimate Search & Destroy (World) (Evercade),怒之要塞
Pac-Attack (World) (Evercade),小精灵方块
Power Piggs of the Dark Age (World) (Evercade),猪战士
Radical Rex (World) (QUByte Classics),雷克斯龙冒险
Rendering Ranger R2 (USA) (Limited Run Games),未来骑警R2
Return of Double Dragon (World) (Evercade),双截龙归来
"River City Girls Zero (USA) (RCG Translation, Switch)",热血少女Zero
"River City Girls Zero (USA) (Original Translation, Switch)",热血少女Zero
River City Girls Zero (USA) (Fr) (Switch),热血少女Zero
River City Girls Zero (USA) (De) (Switch),热血少女Zero
River City Girls Zero (USA) (It) (Switch),热血少女Zero
River City Girls Zero (USA) (Ja) (Switch),热血少女Zero
River City Girls Zero (USA) (Es) (Switch),热血少女Zero
River City Girls Zero (USA) (Ko) (Switch),热血少女Zero
River City Girls Zero (USA) (Zh-Hans) (Switch),热血少女Zero
River City Girls Zero (USA) (Zh-Hans) (Steam),热血少女Zero
River City Girls Zero (USA) (Zh-Hant) (Switch),热血少女Zero
River City Girls Zero (USA) (Zh-Hant) (Steam),热血少女Zero
Rockman X (World) (Ja) (Mega Man X Legacy Collection),洛克人X
Rockman X2 (World) (Ja) (Mega Man X Legacy Collection),洛克人X2
Rockman X3 (World) (Ja) (Mega Man X Legacy Collection),洛克人X3
Rushing Beat (World) (Evercade),快打刑事
SA1 Demonstration Program (Unknown) (Tech Demo),SA1演示程序？
Side Pocket (World) (Evercade),撞球入袋
Skuljagger - Revolt of the Westicans (World) (Evercade),铁勾岛
"Soccer Kid (World) (En,Fr,De,Es,It) (Evercade)",足球小子
Stone Protectors (Japan) (Columbus Circle) (Reprint),摇滚保护者
Street Fighter II (Japan) (Capcom Town),街头霸王2
Street Fighter II (USA) (Capcom Town),街头霸王2
Street Racer (World) (GOG),街头赛车手
Street Racer (World) (Evercade),街头赛车手
Super Famicom Aging Program Ver. 1.00 (Japan) (En),超级任天堂老化程序Ver.1.00？
Super Goal! 2 (World) (Evercade),超级射门2
Super NES Control Deck Tester (Japan) (En) (Rev 1),超级NES控制器测试台？
Super Nintendo Campus Challenge 1992 (Japan) (En) (Competition Cart),超级任天堂校园挑战赛1992？
Super Turrican 2 Special Edition (USA) (Strictly Limited Games),超级悍将2-特别版
Super Turrican Collection (USA) (Strictly Limited Games),超级悍将合集
Super Turrican Collection (USA) (Strictly Limited Games) (Alt),超级悍将合集
Teenage Mutant Ninja Turtles - Mutant Warriors (Japan) (The Cowabunga Collection),忍者神龟-变异战士
Teenage Mutant Ninja Turtles - Tournament Fighters (USA) (The Cowabunga Collection),忍者神龟-锦标赛战士
Teenage Mutant Ninja Turtles - Turtles in Time (Japan) (The Cowabunga Collection),忍者神龟-时空神龟
Teenage Mutant Ninja Turtles IV - Turtles in Time (USA) (The Cowabunga Collection),忍者神龟4-时空神龟
Top Racer (World) (Evercade),超越颠峰
Top Racer 2 (World) (Evercade),超越颠峰2
Undercover Cops (USA) (Retro-Bit),未来警察
Utopia - The Creation of a Nation (World) (Evercade),殖民星球-国家的诞生
WeaponLord (World) (Evercade),武器大师
Zero the Kamikaze Squirrel (World) (Evercade),零式特攻队
